login_hour,session_duration,failed_logins,pages_visited,data_transferred,label
16,37,1,8,270,0
11,26,0,25,255,0
15,52,1,8,61,0
11,46,1,27,373,0
18,13,0,1,434,0
13,104,0,25,224,0
12,104,1,26,462,0
12,47,0,6,324,0
14,41,1,2,267,0
15,101,0,19,350,0
9,106,1,21,204,0
10,86,0,18,26,0
12,58,1,28,327,0
17,102,0,30,454,0
17,43,1,10,498,0
10,68,0,13,362,0
17,81,1,13,212,0
17,33,1,22,149,0
13,91,0,14,32,0
17,48,1,9,294,0
9,45,1,10,444,0
14,67,0,10,47,0
10,32,0,2,442,0
12,89,0,29,231,0
18,113,1,26,28,0
10,76,0,4,391,0
12,81,1,12,51,0
16,113,0,12,401,0
16,41,1,6,416,0
17,21,0,1,334,0
13,59,0,5,499,0
8,120,1,2,87,0
11,83,1,17,353,0
18,47,1,1,249,0
17,25,0,10,467,0
13,97,0,7,17,0
16,20,0,10,25,0
10,105,1,24,284,0
15,45,1,11,373,0
11,98,1,11,457,0
15,68,0,6,22,0
13,58,1,17,44,0
16,69,0,14,244,0
12,70,1,21,486,0
9,91,0,7,353,0
9,64,1,26,342,0
9,104,1,17,141,0
16,105,0,14,41,0
8,67,0,17,435,0
14,58,1,25,29,0
9,111,0,22,284,0
11,62,1,5,489,0
17,111,1,15,161,0
14,19,0,14,40,0
17,60,0,29,352,0
10,38,0,11,386,0
13,69,0,24,490,0
13,20,0,13,495,0
16,118,1,15,314,0
16,51,1,29,152,0
13,87,1,10,474,0
13,95,0,24,26,0
13,73,0,30,142,0
9,61,0,2,367,0
10,77,0,15,199,0
15,40,0,29,108,0
16,52,0,9,434,0
12,62,1,2,404,0
15,105,0,16,344,0
18,114,1,23,426,0
18,85,1,12,461,0
11,35,0,2,449,0
9,33,1,19,362,0
17,20,0,18,486,0
17,93,0,19,359,0
13,34,0,2,173,0
15,50,1,29,487,0
10,69,0,10,382,0
9,56,1,8,179,0
13,36,0,3,140,0
9,34,0,14,132,0
12,48,1,9,365,0
9,58,1,4,186,0
15,11,1,13,371,0
14,43,1,13,407,0
13,18,1,27,206,0
9,82,1,30,132,0
16,17,1,18,339,0
13,61,0,16,262,0
14,38,1,6,104,0
15,19,0,3,148,0
12,24,0,5,104,0
8,7,1,11,451,0
9,117,1,21,450,0
14,86,1,10,110,0
17,49,0,16,12,0
15,59,1,8,162,0
9,80,1,7,157,0
9,112,1,4,303,0
18,113,0,12,337,0
11,77,1,20,283,0
15,73,1,11,487,0
14,72,0,25,146,0
18,101,0,23,383,0
14,118,0,10,177,0
17,113,1,29,309,0
14,19,1,7,421,0
15,64,1,26,351,0
18,83,1,7,475,0
12,101,0,12,355,0
12,86,0,5,155,0
18,82,1,23,204,0
16,20,1,5,84,0
9,111,1,29,334,0
12,31,1,1,262,0
10,43,0,12,247,0
9,117,1,9,336,0
15,5,0,13,398,0
9,54,1,13,426,0
10,34,1,1,100,0
12,113,0,24,218,0
17,90,0,15,250,0
12,81,1,13,313,0
14,15,1,9,405,0
17,73,0,22,325,0
17,47,0,14,447,0
10,80,0,19,83,0
13,109,0,21,30,0
10,86,1,12,221,0
18,96,0,26,118,0
18,115,0,13,46,0
16,100,1,3,481,0
10,18,1,19,100,0
14,30,1,8,435,0
8,104,1,18,210,0
10,75,0,6,203,0
8,87,0,11,430,0
9,107,0,13,329,0
17,73,1,28,226,0
10,21,0,13,190,0
16,91,1,4,81,0
16,76,0,11,134,0
11,107,1,1,133,0
18,28,0,30,235,0
15,43,1,4,424,0
10,71,0,8,227,0
12,61,1,18,481,0
18,30,0,22,369,0
8,108,1,1,129,0
10,120,0,22,290,0
18,33,1,28,250,0
16,14,1,10,315,0
18,79,1,16,228,0
12,102,0,4,387,0
17,61,1,24,145,0
17,33,1,6,153,0
12,73,1,27,167,0
14,104,1,21,387,0
12,89,1,26,404,0
10,106,1,25,250,0
18,82,0,13,320,0
10,5,1,3,219,0
9,32,0,16,365,0
15,38,1,20,115,0
14,120,1,8,152,0
13,36,1,21,205,0
15,9,0,21,474,0
8,53,0,12,333,0
8,27,0,13,374,0
16,66,1,29,377,0
12,5,0,17,268,0
17,80,1,30,76,0
16,29,1,9,379,0
9,73,0,27,102,0
11,103,1,13,191,0
13,96,1,13,362,0
13,102,1,2,395,0
17,106,0,20,125,0
15,20,1,22,233,0
10,54,1,12,399,0
8,80,1,27,371,0
8,114,1,1,74,0
9,10,0,13,207,0
12,66,1,13,500,0
12,47,1,8,435,0
18,32,0,30,80,0
18,18,1,20,67,0
17,100,0,7,69,0
11,27,1,6,283,0
8,27,1,20,406,0
16,90,1,1,183,0
11,103,1,9,467,0
17,65,0,16,243,0
14,54,1,16,81,0
10,75,1,8,73,0
10,76,1,26,95,0
13,70,1,17,182,0
15,75,0,14,379,0
12,75,0,4,117,0
14,72,1,26,233,0
12,97,1,12,230,0
10,36,0,3,64,0
16,93,0,3,457,0
11,50,0,5,79,0
18,81,1,8,433,0
11,18,0,23,367,0
12,16,0,23,183,0
11,64,1,19,62,0
13,113,0,11,278,0
17,84,1,17,302,0
15,19,1,13,157,0
9,25,0,27,152,0
12,117,1,25,306,0
18,29,0,23,194,0
12,63,1,14,370,0
10,31,0,15,382,0
10,31,0,4,33,0
10,34,1,28,156,0
17,29,0,9,199,0
15,120,0,4,100,0
17,93,1,13,388,0
11,17,1,7,267,0
11,107,0,16,445,0
16,68,1,28,478,0
10,92,0,28,424,0
8,15,1,25,246,0
11,72,1,15,209,0
13,63,1,23,53,0
12,97,0,13,247,0
18,57,1,25,282,0
9,88,0,22,384,0
16,47,0,14,339,0
16,75,1,19,202,0
8,102,1,14,251,0
10,91,1,15,278,0
13,82,0,10,404,0
14,96,0,14,407,0
10,62,0,22,247,0
8,60,0,12,500,0
8,13,1,6,348,0
11,103,0,16,441,0
13,91,0,8,42,0
11,67,0,15,405,0
17,72,1,2,382,0
9,26,0,13,223,0
18,5,0,15,98,0
14,55,0,3,359,0
18,88,1,6,112,0
10,6,1,3,92,0
12,25,0,6,276,0
12,62,1,18,428,0
11,70,0,2,234,0
10,98,1,18,261,0
13,98,1,25,422,0
9,107,1,13,394,0
10,113,0,2,313,0
10,28,0,28,371,0
14,75,1,1,192,0
14,48,0,9,353,0
12,99,0,12,318,0
18,88,0,28,292,0
13,44,1,29,174,0
17,57,0,4,463,0
16,46,1,21,155,0
10,95,1,18,158,0
15,9,1,15,193,0
8,114,0,19,440,0
16,93,1,15,488,0
17,23,0,19,495,0
13,108,1,22,376,0
14,103,0,26,152,0
18,91,1,23,115,0
12,72,1,17,371,0
8,95,1,23,445,0
14,117,1,1,496,0
18,116,0,16,444,0
14,116,1,29,262,0
16,39,0,2,246,0
18,33,1,11,13,0
16,75,1,6,83,0
13,61,1,10,65,0
18,7,0,9,321,0
12,10,0,28,325,0
10,14,0,3,15,0
13,98,1,25,263,0
8,110,0,30,326,0
11,81,1,23,469,0
18,118,1,18,65,0
17,82,1,28,202,0
8,108,1,6,462,0
9,116,1,1,445,0
13,24,0,26,222,0
9,86,0,14,464,0
15,92,1,28,27,0
15,39,0,20,492,0
8,66,1,6,87,0
15,49,1,10,171,0
16,111,1,12,199,0
9,52,1,8,331,0
15,46,1,14,480,0
12,11,0,6,341,0
9,11,0,21,87,0
17,45,0,16,84,0
13,59,0,8,383,0
17,103,1,1,400,0
11,103,1,25,452,0
9,97,1,27,245,0
18,108,1,9,446,0
17,65,1,14,374,0
17,11,0,26,360,0
12,22,1,20,281,0
13,12,1,16,388,0
14,68,0,6,261,0
8,49,1,17,253,0
10,22,0,23,433,0
16,42,1,9,211,0
13,49,1,19,424,0
12,27,0,18,284,0
18,79,1,29,114,0
10,119,0,25,238,0
14,15,0,13,180,0
8,69,0,21,208,0
10,115,1,17,93,0
17,49,0,6,90,0
18,52,1,16,122,0
8,72,1,7,486,0
16,28,0,2,362,0
14,80,1,4,223,0
12,43,1,13,326,0
18,16,1,22,462,0
9,9,0,20,341,0
13,80,0,20,203,0
13,68,0,3,477,0
11,73,1,13,487,0
14,101,1,28,495,0
16,12,0,25,275,0
8,39,1,19,407,0
8,93,0,17,193,0
8,88,1,25,142,0
17,95,1,13,411,0
15,108,1,14,66,0
12,24,0,16,355,0
9,100,0,13,450,0
10,35,1,8,460,0
13,56,0,20,119,0
15,107,0,28,189,0
11,81,1,13,467,0
11,108,1,27,22,0
11,110,0,26,241,0
10,104,1,22,216,0
11,12,1,29,220,0
14,110,1,29,420,0
10,28,0,7,500,0
17,74,1,13,181,0
14,65,1,14,415,0
11,27,0,1,97,0
12,118,0,24,76,0
16,71,0,17,375,0
16,13,1,10,256,0
17,102,0,24,311,0
12,19,0,25,80,0
15,45,0,30,253,0
11,5,0,1,410,0
10,56,1,4,214,0
18,32,0,17,133,0
10,22,1,5,432,0
13,52,1,20,313,0
10,105,0,2,37,0
13,100,1,21,79,0
12,65,1,22,259,0
12,79,1,6,185,0
17,25,1,8,312,0
13,111,0,10,195,0
12,50,0,27,452,0
13,55,0,19,252,0
15,112,1,18,266,0
13,109,0,17,70,0
15,42,0,23,93,0
18,112,1,6,333,0
14,22,1,7,251,0
13,55,1,20,70,0
9,107,0,26,173,0
11,36,0,27,60,0
17,98,0,16,490,0
8,57,0,10,116,0
11,64,0,20,208,0
11,66,1,28,364,0
14,58,1,10,469,0
9,62,1,22,372,0
14,110,0,30,145,0
13,38,1,12,293,0
16,110,1,3,171,0
12,56,1,5,161,0
17,69,1,12,75,0
8,82,0,16,465,0
16,108,1,19,449,0
17,23,0,20,441,0
11,62,0,7,62,0
10,103,0,23,137,0
10,44,1,7,349,0
11,93,1,26,56,0
9,65,1,23,383,0
17,89,1,19,32,0
14,62,1,19,421,0
13,33,0,28,283,0
18,33,1,23,268,0
14,7,0,6,41,0
12,28,0,15,394,0
16,118,1,8,352,0
18,27,0,22,176,0
16,89,0,25,59,0
17,45,0,13,238,0
8,91,0,12,464,0
8,40,0,5,323,0
18,115,0,14,234,0
8,61,1,13,480,0
15,82,0,17,184,0
17,43,1,9,270,0
9,69,0,6,117,0
12,60,0,20,132,0
12,88,0,11,314,0
17,111,1,13,218,0
15,105,0,22,424,0
18,98,0,17,445,0
8,39,1,16,34,0
8,29,0,24,441,0
9,38,1,27,140,0
11,116,1,19,49,0
18,51,0,14,13,0
11,42,0,15,282,0
10,111,1,1,34,0
14,90,0,29,133,0
11,38,0,20,103,0
13,37,1,21,454,0
18,48,1,16,94,0
13,114,1,26,118,0
14,47,0,19,406,0
8,49,1,7,145,0
14,77,0,24,284,0
12,11,1,16,185,0
18,45,0,28,355,0
10,61,1,24,486,0
18,6,1,7,493,0
14,118,1,29,494,0
18,51,1,22,259,0
15,24,1,7,196,0
17,103,0,5,150,0
13,95,1,18,376,0
16,56,0,14,351,0
13,76,0,14,379,0
12,103,1,23,11,0
10,81,0,6,252,0
17,87,1,23,277,0
14,118,0,5,337,0
16,12,0,1,446,0
16,50,1,6,268,0
12,74,0,6,294,0
11,107,1,10,236,0
10,107,0,4,192,0
18,33,1,1,364,0
11,117,1,14,84,0
12,93,0,28,292,0
16,14,0,24,208,0
16,65,0,20,354,0
9,86,1,22,233,0
18,25,1,27,107,0
13,111,0,13,194,0
8,61,0,7,283,0
18,9,1,22,403,0
17,10,0,5,145,0
13,61,0,7,236,0
9,11,0,3,420,0
8,35,1,8,54,0
16,40,1,26,415,0
10,73,1,13,189,0
9,58,0,28,400,0
13,105,1,26,303,0
11,103,0,26,159,0
13,104,1,22,146,0
11,106,1,26,493,0
16,23,0,16,50,0
9,108,1,11,125,0
8,70,0,11,147,0
15,95,1,26,278,0
9,35,0,4,264,0
15,29,1,3,46,0
10,28,0,14,92,0
12,80,0,10,486,0
12,89,1,24,21,0
16,107,0,15,373,0
14,90,0,6,223,0
12,97,1,20,71,0
14,20,1,23,127,0
16,31,1,8,481,0
17,111,1,24,85,0
17,43,0,19,234,0
17,32,0,1,446,0
9,69,1,28,93,0
8,58,0,14,44,0
17,109,1,28,216,0
12,98,1,8,383,0
10,34,0,14,363,0
17,24,0,11,119,0
16,83,1,25,345,0
10,107,0,11,348,0
15,87,1,6,82,0
9,46,0,15,280,0
13,110,1,13,105,0
8,26,0,16,191,0
18,6,0,26,39,0
13,109,0,24,275,0
15,63,1,4,237,0
17,82,0,21,369,0
14,115,0,3,407,0
14,94,1,2,75,0
11,112,1,25,291,0
15,98,1,24,139,0
18,112,0,13,50,0
12,48,1,24,203,0
12,36,0,12,379,0
16,41,1,21,280,0
9,6,0,16,246,0
17,85,0,16,368,0
14,83,0,25,255,0
14,29,1,10,297,0
10,12,0,21,121,0
11,21,0,24,198,0
14,7,1,22,326,0
8,24,0,9,30,0
12,68,0,1,486,0
17,22,0,4,496,0
15,78,1,12,423,0
14,49,1,8,281,0
9,76,1,3,371,0
16,76,0,18,355,0
15,33,0,13,168,0
9,71,1,7,120,0
15,75,0,14,153,0
8,38,0,29,241,0
9,88,0,3,422,0
15,15,1,12,191,0
14,62,0,17,480,0
12,98,0,3,91,0
17,19,1,19,113,0
17,42,1,18,45,0
10,96,1,24,86,0
18,54,1,26,152,0
10,17,1,26,367,0
12,47,1,14,359,0
12,36,0,20,336,0
16,78,1,15,240,0
16,14,0,30,204,0
13,69,0,5,100,0
14,42,0,6,307,0
10,100,1,23,154,0
15,60,0,2,319,0
14,102,1,17,216,0
12,26,0,8,54,0
11,53,1,24,232,0
9,116,0,6,404,0
15,31,0,23,283,0
14,113,0,7,430,0
17,24,1,23,286,0
9,116,1,15,341,0
15,8,0,3,441,0
9,101,0,16,427,0
14,119,1,8,247,0
15,89,1,11,43,0
15,71,1,5,263,0
18,12,1,14,332,0
13,68,1,28,387,0
14,11,0,18,175,0
12,111,0,13,138,0
17,53,0,21,158,0
8,81,0,21,292,0
13,10,1,2,464,0
9,55,1,19,425,0
10,59,0,22,98,0
13,102,0,13,260,0
18,84,1,30,480,0
8,44,1,5,375,0
12,51,0,13,197,0
14,120,0,1,42,0
10,10,0,26,485,0
15,33,0,29,95,0
16,84,0,27,202,0
11,26,1,29,331,0
8,35,1,22,30,0
9,69,0,4,217,0
8,47,1,24,483,0
12,13,0,8,500,0
12,70,1,13,150,0
11,52,1,19,499,0
9,115,1,25,480,0
14,47,0,4,116,0
17,77,0,28,246,0
9,51,1,3,306,0
18,89,0,11,214,0
10,102,1,18,250,0
10,62,1,12,475,0
9,65,0,21,222,0
14,8,0,26,229,0
13,72,0,9,327,0
18,60,1,3,160,0
8,80,0,12,395,0
8,25,0,18,70,0
13,22,1,21,163,0
9,32,1,27,246,0
12,41,0,16,334,0
8,105,1,30,113,0
15,78,0,26,231,0
12,23,1,26,126,0
18,53,1,3,19,0
17,114,0,1,118,0
13,35,1,26,23,0
12,45,1,29,70,0
18,70,0,8,308,0
8,27,1,19,454,0
10,79,0,10,269,0
13,105,1,26,158,0
9,92,0,8,344,0
8,103,0,26,415,0
17,112,0,30,208,0
10,86,0,22,56,0
12,18,1,1,471,0
14,35,1,8,428,0
16,61,1,14,359,0
14,21,0,1,70,0
13,13,1,8,247,0
17,73,1,10,30,0
12,20,1,3,342,0
13,70,0,6,425,0
8,67,1,13,369,0
9,37,1,13,241,0
8,19,0,13,43,0
8,110,1,10,368,0
12,59,0,25,106,0
12,14,1,2,84,0
12,21,0,7,418,0
10,18,0,27,85,0
18,43,1,3,315,0
12,55,0,13,60,0
15,54,1,28,147,0
10,43,1,6,423,0
8,101,0,1,19,0
12,98,1,12,22,0
13,94,1,11,39,0
11,74,0,27,438,0
13,63,0,8,298,0
16,97,1,11,95,0
8,75,1,17,210,0
18,25,1,12,423,0
8,25,1,24,426,0
17,113,1,26,116,0
11,87,0,23,187,0
15,35,1,28,432,0
11,32,0,22,97,0
16,95,1,20,418,0
10,103,1,11,173,0
16,118,0,30,496,0
8,52,0,11,159,0
17,36,0,27,347,0
18,78,0,2,122,0
16,45,1,13,378,0
8,20,1,7,216,0
12,95,1,2,140,0
18,85,0,13,459,0
13,27,1,16,32,0
12,56,1,1,229,0
9,117,1,30,72,0
11,84,1,1,297,0
8,74,1,11,443,0
10,101,0,10,222,0
11,43,0,14,103,0
13,9,1,22,496,0
18,53,0,5,448,0
10,20,0,1,389,0
17,28,1,14,204,0
18,96,0,5,108,0
16,30,1,26,462,0
17,90,1,12,498,0
15,114,0,1,31,0
15,96,1,29,58,0
13,116,0,20,39,0
17,92,1,7,410,0
11,96,1,9,363,0
8,81,0,15,395,0
16,23,0,21,221,0
18,93,0,27,168,0
9,114,1,10,68,0
15,42,0,24,316,0
9,87,0,3,311,0
12,104,0,24,11,0
13,105,1,18,12,0
11,52,1,22,124,0
13,47,1,22,473,0
10,111,1,10,275,0
15,112,0,4,171,0
8,35,0,6,342,0
15,62,1,24,183,0
16,56,1,24,454,0
16,82,1,3,488,0
15,61,0,21,360,0
13,112,1,30,21,0
18,10,1,29,331,0
15,30,1,2,298,0
9,28,0,6,319,0
17,9,0,5,295,0
8,105,1,14,123,0
17,104,1,5,102,0
9,33,0,11,84,0
12,19,0,23,422,0
13,10,1,18,487,0
16,46,1,18,141,0
9,39,1,1,265,0
8,14,0,20,185,0
18,61,0,5,158,0
8,113,0,26,325,0
17,54,0,29,315,0
9,27,0,6,304,0
14,19,0,26,84,0
13,109,0,19,479,0
17,73,0,11,227,0
15,91,1,14,450,0
8,90,0,7,462,0
10,92,1,5,293,0
17,74,1,11,278,0
15,106,1,9,89,0
12,69,1,13,187,0
18,35,0,18,43,0
12,12,1,18,405,0
17,45,1,9,459,0
10,97,0,12,50,0
9,26,0,14,140,0
15,84,0,12,250,0
17,50,1,19,337,0
16,21,1,2,248,0
16,103,0,11,215,0
8,10,1,6,267,0
16,83,0,20,325,0
14,56,1,17,373,0
12,47,0,10,85,0
8,35,1,16,439,0
8,6,0,5,67,0
16,60,0,6,324,0
8,10,1,14,273,0
17,36,1,15,336,0
11,54,1,22,411,0
18,53,1,22,14,0
10,14,0,27,396,0
9,55,1,20,315,0
8,104,1,10,295,0
17,120,0,21,223,0
14,76,0,28,480,0
18,24,0,20,139,0
15,88,0,10,396,0
15,115,1,3,489,0
17,7,0,14,352,0
9,34,0,16,299,0
16,60,0,23,385,0
12,101,1,17,456,0
14,54,0,14,209,0
11,34,1,12,347,0
15,11,0,9,290,0
15,89,0,4,472,0
8,28,0,20,476,0
17,97,1,9,430,0
12,112,1,30,436,0
11,57,1,7,319,0
13,80,1,25,485,0
10,103,0,21,62,0
11,32,0,28,199,0
10,14,0,29,143,0
9,38,0,5,81,0
10,93,1,28,230,0
8,96,0,2,438,0
13,89,1,30,369,0
8,67,0,14,267,0
12,85,1,21,397,0
12,24,1,12,289,0
16,32,0,3,105,0
10,117,1,26,359,0
16,60,1,30,274,0
11,22,0,7,232,0
13,104,0,30,335,0
14,113,1,6,316,0
10,100,0,10,101,0
8,34,0,1,310,0
10,82,0,1,401,0
11,49,0,28,241,0
9,114,1,2,195,0
15,118,1,12,450,0
9,12,1,18,304,0
18,6,1,19,411,0
10,12,0,25,178,0
18,12,1,22,218,0
10,14,1,29,405,0
14,11,0,9,103,0
9,84,0,19,310,0
14,17,0,26,136,0
8,115,0,30,330,0
10,45,0,1,188,0
8,81,1,2,101,0
8,90,1,24,297,0
12,24,0,27,442,0
17,107,0,24,73,0
12,75,1,17,274,0
11,68,1,27,382,0
9,76,0,11,283,0
18,57,1,15,89,0
18,48,1,10,343,0
8,9,1,25,448,0
18,107,0,9,168,0
18,95,1,1,379,0
10,79,1,9,425,0
15,42,0,25,59,0
9,54,1,25,298,0
13,5,1,27,125,0
11,111,0,21,311,0
15,31,1,21,244,0
8,46,1,7,239,0
15,55,1,14,122,0
11,103,1,10,80,0
15,44,1,9,425,0
11,59,1,15,243,0
8,60,1,24,422,0
11,56,1,5,108,0
11,43,0,27,466,0
9,54,1,8,78,0
15,9,1,12,434,0
9,79,1,1,484,0
13,90,0,16,147,0
11,19,1,17,209,0
9,73,0,21,309,0
13,114,1,3,390,0
13,100,0,10,69,0
15,41,0,6,149,0
18,30,1,11,84,0
13,17,0,15,405,0
10,37,1,19,352,0
18,47,1,12,146,0
12,120,1,21,75,0
17,50,1,9,340,0
11,113,0,24,27,0
13,43,1,23,198,0
17,10,1,9,271,0
15,51,1,29,40,0
16,88,1,23,391,0
14,115,1,1,487,0
11,64,1,19,435,0
18,20,0,1,41,0
14,116,0,2,350,0
16,77,1,9,19,0
14,32,1,9,188,0
10,69,0,16,226,0
12,62,0,25,355,0
14,12,1,11,84,0
18,109,0,28,38,0
8,93,1,8,406,0
9,13,1,24,143,0
17,91,0,4,423,0
16,93,0,1,371,0
11,55,0,6,396,0
12,5,1,14,74,0
11,110,1,15,202,0
15,100,0,7,25,0
14,5,0,11,110,0
14,89,1,19,450,0
12,5,1,8,98,0
13,36,1,25,26,0
13,32,0,16,355,0
14,44,1,21,322,0
12,19,0,9,334,0
18,18,0,9,14,0
12,68,1,1,184,0
14,34,1,30,369,0
17,106,0,25,198,0
13,91,0,21,486,0
11,5,1,30,290,0
17,15,0,18,110,0
11,97,0,18,398,0
18,55,0,8,410,0
17,97,1,24,191,0
13,52,1,10,444,0
9,65,1,8,158,0
14,7,0,28,295,0
17,35,1,26,275,0
11,97,1,22,493,0
15,13,1,20,62,0
8,72,1,23,441,0
18,42,0,4,224,0
14,24,0,21,276,0
9,86,0,5,89,0
16,8,1,22,354,0
18,119,1,5,18,0
9,89,1,14,187,0
14,101,0,16,61,0
9,92,1,14,62,0
8,47,1,2,481,0
9,78,0,28,184,0
17,26,1,4,342,0
15,72,1,22,257,0
15,65,0,26,375,0
16,113,0,28,351,0
14,15,1,7,382,0
14,62,0,8,397,0
16,96,0,18,30,0
14,88,1,9,100,0
12,7,1,2,124,0
9,99,1,4,306,0
16,57,0,28,360,0
12,106,0,26,457,0
12,58,0,9,204,0
8,85,1,7,238,0
15,71,1,7,119,0
14,66,0,23,320,0
17,31,1,18,265,0
15,67,0,12,454,0
9,57,0,28,214,0
15,17,1,6,275,0
9,38,0,7,384,0
11,118,0,21,477,0
15,105,1,19,500,0
9,72,1,27,491,0
10,61,0,17,470,0
10,73,0,29,38,0
9,94,0,6,224,0
15,16,0,23,69,0
12,97,0,1,298,0
9,11,0,10,411,0
10,43,0,26,440,0
14,14,0,21,20,0
10,116,1,22,154,0
13,64,0,8,100,0
8,73,0,21,188,0
18,97,0,18,73,0
11,108,0,21,374,0
16,46,0,24,78,0
10,6,1,4,371,0
13,51,0,13,325,0
13,7,0,20,252,0
18,119,1,18,443,0
13,108,1,22,354,0
9,28,1,23,96,0
18,91,1,4,372,0
8,114,0,30,450,0
10,56,0,14,393,0
13,80,0,1,223,0
18,14,1,8,318,0
11,105,1,19,99,0
14,101,1,17,379,0
13,73,1,24,335,0
15,96,0,1,249,0
9,69,0,27,201,0
18,119,0,21,216,0
12,25,1,3,38,0
10,108,0,2,265,0
12,41,0,13,130,0
10,58,0,17,24,0
8,23,1,23,458,0
15,97,1,28,124,0
11,86,1,17,451,0
15,91,1,21,416,0
13,8,1,16,380,0
18,45,1,8,52,0
8,98,0,25,429,0
8,21,0,23,223,0
13,104,1,5,273,0
12,53,0,9,82,0
10,110,1,18,317,0
8,71,0,29,334,0
18,21,1,22,394,0
14,115,0,8,92,0
18,78,1,2,398,0
13,6,1,18,168,0
12,73,0,9,203,0
13,98,1,20,284,0
14,52,0,9,328,0
10,89,1,22,127,0
14,6,0,15,452,0
11,24,0,1,65,0
11,23,1,9,327,0
12,8,1,12,171,0
17,39,1,29,364,0
8,30,0,7,116,0
9,9,0,8,297,0
13,102,0,27,141,0
17,49,1,29,436,0
8,64,0,30,369,0
15,71,1,28,181,0
12,12,1,19,385,0
8,59,1,2,148,0
18,66,0,24,203,0
16,37,0,7,261,0
16,18,0,1,28,0
16,30,0,25,268,0
10,82,1,14,90,0
16,52,0,6,110,0
11,6,0,8,364,0
16,30,1,24,212,0
14,35,0,16,377,0
16,119,0,18,227,0
12,57,1,7,44,0
15,36,1,30,455,0
8,10,0,16,306,0
11,92,0,19,267,0
16,42,0,4,104,0
13,42,0,23,422,0
8,62,1,6,439,0
9,17,1,3,136,0
16,69,0,19,419,0
9,68,0,20,486,0
13,13,1,6,73,0
10,112,0,9,63,0
14,110,0,15,200,0
18,35,1,27,199,0
8,62,0,6,126,0
17,53,0,23,202,0
9,56,0,15,314,0
14,43,0,29,341,0
13,51,0,9,62,0
13,78,0,1,202,0
17,64,1,26,240,0
17,119,1,23,492,0
13,9,1,14,203,0
13,26,1,2,475,0
11,92,1,16,157,0
15,15,1,11,189,0
10,88,1,26,129,0
9,34,1,8,292,0
14,92,0,24,161,0
13,81,1,24,296,0
17,114,1,24,445,0
14,76,0,19,127,0
10,49,1,27,333,0
13,70,1,5,232,0
12,104,0,10,391,0
14,33,0,4,139,0
12,75,1,23,411,0
9,17,0,16,96,0
9,53,1,7,55,0
16,47,0,30,166,0
13,27,0,2,184,0
11,55,0,11,375,0
10,43,1,5,300,0
17,56,0,22,316,0
16,76,1,21,215,0
9,83,1,18,457,0
11,43,1,17,121,0
10,64,1,27,40,0
17,8,0,25,41,0
8,110,1,5,187,0
14,33,1,5,226,0
18,75,1,8,18,0
16,92,1,8,19,0
17,6,0,13,118,0
15,73,1,22,270,0
13,71,1,24,100,0
14,116,1,16,88,0
15,65,0,9,425,0
14,5,0,5,177,0
14,115,1,30,281,0
15,105,0,16,373,0
14,46,0,21,385,0
11,78,1,13,405,0
14,56,1,6,302,0
11,67,1,29,335,0
8,38,0,10,55,0
8,68,0,24,107,0
8,86,1,27,483,0
11,118,0,25,475,0
14,13,1,17,69,0
14,78,0,24,391,0
11,12,0,23,120,0
11,95,0,6,371,0
17,68,0,10,51,0
11,22,0,19,103,0
8,85,1,16,375,0
12,100,1,30,191,0
9,95,0,17,480,0
14,17,0,24,276,0
15,80,0,5,461,0
9,95,0,9,134,0
14,51,0,16,218,0
13,27,0,30,468,0
11,120,1,7,130,0
9,117,0,11,133,0
14,76,0,19,72,0
15,10,1,26,231,0
10,46,1,5,45,0
12,83,1,20,233,0
12,59,1,14,107,0
11,36,0,1,414,0
18,5,0,24,66,0
16,15,0,17,450,0
16,16,1,9,317,0
9,119,1,30,192,0
9,118,1,16,303,0
11,55,1,15,98,0
13,55,1,7,445,0
16,27,0,5,395,0
15,38,0,12,287,0
11,106,1,4,211,0
8,84,1,25,308,0
9,12,0,12,296,0
15,32,1,29,412,0
11,12,0,7,381,0
8,113,1,6,354,0
16,71,1,6,367,0
13,67,0,27,491,0
8,120,0,9,180,0
17,34,0,22,147,0
14,5,0,13,120,0
18,45,1,23,268,0
17,88,0,6,187,0
18,23,1,26,41,0
12,76,0,1,64,0
12,31,0,2,33,0
13,48,1,8,452,0
14,12,0,29,161,0
14,109,0,27,384,0
11,118,1,28,244,0
16,105,1,6,14,0
16,111,0,8,160,0
15,44,1,29,372,0
9,102,0,21,155,0
18,25,1,22,499,0
8,101,0,22,444,0
15,34,1,12,444,0
13,38,0,6,247,0
12,99,1,30,492,0
15,21,0,2,298,0
16,78,1,10,339,0
15,50,1,9,314,0
15,45,1,4,353,0
9,46,1,30,282,0
10,76,1,13,101,0
17,6,1,2,286,0
10,24,1,13,360,0
10,6,0,26,338,0
16,85,0,24,28,0
9,67,1,15,97,0
10,53,1,19,209,0
13,82,0,3,242,0
18,66,1,13,470,0
9,29,0,18,485,0
11,89,1,6,367,0
10,50,0,10,322,0
9,45,0,12,62,0
13,115,1,15,28,0
17,65,1,26,50,0
16,36,0,10,140,0
13,108,1,3,88,0
12,67,0,19,457,0
13,6,0,26,390,0
16,49,0,27,292,0
9,87,1,8,378,0
14,83,0,7,320,0
15,96,0,30,287,0
17,32,1,16,179,0
13,79,1,7,376,0
17,89,0,4,167,0
11,91,0,13,456,0
16,106,0,15,377,0
